"CUESTIONARIO","CCAA","TIPO","TIPOINT","DCP1","DCP2","DCP3","DCP4","CFZP05","CFZP06","CFZP07","CFZP08","CFZP09","CFZP10","CFZP11","CMPP12","CMPP13","CMPP14","CMPP15","CMPP16","BENCOP17","BENCOP18","BENCOP19","BENCOP20","BENCOP21","BENCOP22","BENSOP23","BENSOP24","BENSOP25","BENSOP26","BENSOP27","BENTEP28","BENTEP29","BENTEP30","BENTEP31","BENTEP32","SACRELP33","SACRELP34","SACRELP35","SACCOSP36","SACCOSP37","SACCOSP38","VALRELP39","VALRELP40","VALRELP41","VALRELP42","SATP43","SATP44","SATP45","SATP46","SATP47","SATP48","LOYP49","LOYP50","LOYP51","REQP52","REQP53","REQP54","REQP55","REQP56","REQP57","REAP58","REAP59","REAP60","REAP61","RSQP62","RSQP63","RSQP64","RSQP65","RLP66","RLP67","RLP68","RLP69","RLP70","RLP71","RLP72","RLP73","REGP74","REGP75","REGP76","REGP77","TICP78","TICP79","TICP80","TICP81","TICP82","TICP83","TICP84","TICP85","TICP86","ITTICP87","ITTICP88","ITTICP89","ITTICP90","ITTICP91","ITTICP92","ITTICP93","ITTICP94","ITTICP95","ITTICP96","ITTICP97","ITTICP98","ITTICP99","ITTICP100","ITTICP101","ITTICP102","ITTICP103","ITTICP104","ITTICP105","INRELP106","INRELP107","INRELP108","INRELP109","INRELP110","INRELP111","CAPRELP112","CAPRELP113","CAPRELP114","CAPRELP115","CAPRELP116","CAPRELP117","CAPRELP118","CAPRELP119","CAPRELP120","CAPRELP121","EMPRESA","DIRECCION","CP","TEL","MUNICIPIO","PROVINCIA","ENTREVISTADO","PROVEEDOR","VENTAS2013","INVERSTIC2013","lon","lat"
303,Madrid,Tienda independiente,Tienda independiente,Textil y Calzado,20,10,40,5,5,3,3,5,7,5,3,5,5,5,3,5,5,5,3,6,5,5,5,2,5,3,5,5,3,3,3,6,5,6,3,2,6,3,3,3,3,3,5,3,7,6,5,Neutral,Neutral,Neutral,3,3,3,3,3,3,3,2,2,2,2,2,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,1,1,1,1,5,5,1,1,1,5,1,1,7,7,1,1,1,6,2,2,2,Neutral,Neutral,Neutral,Neutral,6,6,7,6,5,6,6,7,Neutral,"LIENZO DE LOS GAZULES","AV. EUROPA, 13-15",28108,"916 61 88 81","ALCOBENDAS","MADRID","ANA - ENCARGADA","NO CONSTA - MADRID",250000,2000,-3.6568211,40.5183178
304,Madrid,Tienda independiente,Tienda independiente,Textil y Calzado,15,20,80,6,6,6,6,7,6,6,6,6,6,6,6,6,6,7,6,7,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,Neutral,5,5,5,5,6,6,6,6,6,6,6,6,6,5,6,5,6,6,6,5,6,6,6,6,6,5,6,6,5,6,6,6,5,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.323,1,7,7,1,1,7,7,Neutral,5,1,1,1,1,1,1,Neutral,5,6,6,6,6,6,6,6,7,6,7,"OGOZA - ORG. GÓMEZ DE ZAMORA","AV. INDUSTRIA, 15",28108,"912 99 78 00","ALCOBENDAS","MADRID","PILAR AMADOR - ADMINISTRADORA","BARGOOR - INGLATERRA",NA,NA,-3.6478347,40.5350509
305,Madrid,Tienda independiente,Tienda independiente,Textil y Calzado,20,45.82,50,5,5,5,5,6,7,5,Neutral,5,5,5,Neutral,6,6,6,Neutral,6,7,5,5,Neutral,5,Neutral,6,6,5,5,5,6,6,6,6,5,6,5,5,5,5,Neutral,5,2,7,7,6,6,6,6,5,5,5,5,5,5,5,5,Neutral,3,3,3,3,6,6,5,5,5,6,6,6,5,5,5,5,5,2,1,1,2,3,2,2,3,Neutral,1,1,1,1,1,1,5,1,1,6,1,1,1,Neutral,Neutral,1,1,1,1,2,2,2,2,2,2,5,5,5,7,7,5,6,6,6,3,"ARIES DECORACIÓN","JUAN DE LA CIERVA, 8",28500,"918 71 44 40","ARGANDA REY","MADRID","SILVIA ESPINAL - RESP. ADMÓN.","REIG MARTÍ - ALBAIDA",1e+05,500,-3.4385789,40.3010576
306,Madrid,Tienda sucursalista,Tienda integrada,Textil y Calzado,20,20,20,5,5,5,5,6,6,3,5,5,5,5,5,5,5,5,5,5,5,Neutral,Neutral,Neutral,5,5,Neutral,5,5,Neutral,5,5,5,5,5,5,5,6,6,6,6,5,5,6,5,5,5,6,6,6,5,6,6,6,5,6,5,5,5,5,6,6,6,6,5,5,5,5,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3,2,2,2,2,2,2,3,Neutral,1,1,1,1,1,1,1,1,1,7,1,1,1,7,7,1,1,1,7,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,2,"GOFER HOGAR","JESÚS DE SAN ANTONIO, 22",28823,"916 77 47 39","COSLADA","MADRID","CARLOS GÓMEZ - DIRECTOR","REIG MARTÍ - ALBAIDA",NA,NA,-3.5379557,40.4253622
307,Madrid,Tienda independiente,Tienda independiente,Textil y Calzado,30,50,4,7,6,6,6,7,7,7,7,6,7,6,6,6,6,6,5,6,Neutral,6,6,6,6,5,3,3,3,3,3,6,6,6,6,6,6,Neutral,Neutral,Neutral,Neutral,5,5,5,6,6,6,6,6,6,Neutral,Neutral,6,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,5,5,5,6,Neutral,Neutral,Neutral,Neutral,5,5,5,Neutral,Neutral,Neutral,Neutral,Neutral,1,1,1,1,1,1,1,1,Neutral,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,1,"M. HOGAR TEXTIL","POLVORANCA, 15",28901,"916 82 53 18","GETAFE","MADRID","PROPIETARIO","NO CONSTA",NA,NA,-3.7340296,40.3046608
308,Madrid,Tienda franquiciada,Tienda integrada,Textil y Calzado,6,Proveedor exclusivo,0,7,7,6,6,6,7,6,7,6,7,7,6,6,6,7,7,6,7,1,1,1,1,1,1,1,1,1,1,2,6,Neutral,Neutral,Neutral,Neutral,7,7,7,7,Neutral,Neutral,1,7,7,7,7,7,7,1,1,1,1,1,1,2,3,2,Neutral,Neutral,3,3,5.505,3,Neutral,Neutral,Neutral,3,3,3,3,Neutral,Neutral,Neutral,Neutral,1,1,1,Neutral,1,1,1,1,1,1,1,1,1,1,1,7,1,7,7,7,1,7,7,7,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,Neutral,Neutral,5,1,"NOCTALIA","PRAGA, 21 -",28232,"917 10 58 76","LAS ROZAS","MADRID","JOSÉ MARÍA - GERENTE","MANUEL REVERT - AGULLENT",NA,NA,-3.8906149,40.4979766
309,Madrid,Tienda independiente,Tienda independiente,Textil y Calzado,10,30,10,5,5,3,2,5,7,5,3,5,5,5,3,6,5,5,3,6,6,5,5,3,5,3,Neutral,Neutral,3,3,3,5,5,6,Neutral,3,6,Neutral,Neutral,Neutral,Neutral,Neutral,5,3,6,6,5,5,5,5,5,Neutral,5,Neutral,5,5,5,Neutral,3,3,3,3,3,5,5,5,Neutral,Neutral,5,5,5,Neutral,Neutral,Neutral,Neutral,Neutral,3,2,2,3,5,Neutral,Neutral,5,5,1,1,1,1,1,1,1,1,1,1,6,1,1,7,6,1,1,1,1,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3,3,Neutral,6,6,2,Neutral,Neutral,6,Neutral,"IZAN DECORACIÓN","SAGRA, 33",28915,"916 80 46 35","LEGANÉS","MADRID","JOSÉ - GERENTE","NO CONSTA - VALÈNCIA",NA,NA,-3.751722,40.3335355
310,Madrid,Tienda independiente,Tienda independiente,Textil y Calzado,20,20,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,1,1,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,7,7,7,6,7,6,7,7,7,6,6,6,6,6,6,6,6,6,5,6,5,5,5,7,7,6,7,7,7,7,7,7,7,7,7,7,1,1,7,1,7,7,7,1,1,7,7,1,1,1,1,6,6,6,Neutral,Neutral,Neutral,7,7,7,7,7,6,7,7,7,7,"VARONY","AV. REYES CATÓLICOS, 8",28220,"916 38 59 04","MAJADAHONDA","MADRID","MARCOS - PROPIETARIO","CANALI - NORTE DE ITALIA",NA,NA,-3.8720128,40.4753494
311,Madrid,Tienda sucursalista,Tienda integrada,Textil y Calzado,40,20,20,6,5,5,3,6,6,6,Neutral,5,5,5,Neutral,6,6,6,5,6,5,5,5,3,5,3,6,6,5,5,6,6,6,6,3,3,3,Neutral,Neutral,Neutral,Neutral,5,6,1,6,6,5,6,6,6,3,Neutral,6,3,3,3,3,3,3,3,Neutral,Neutral,5,6,3,3,3,3,Neutral,Neutral,Neutral,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,5,5,5,1,"ALMACENES BAENA - EL PALACIO DE LOS TEJIDOS","RAMÓN Y CAJAL, 2",28830,"916 69 73 64","S. FDO. HENARES","MADRID","ÓSCAR - ENCARGADO","MARÍN CARBONELL - BARCELONA",NA,NA,-3.5346074,40.4266691
312,Madrid,Tienda independiente,Tienda independiente,Electrónica y Electrodomésticos,20,80,10,5,6,5,3,5,7,3,7,7,7,6,7,6,7,7,6,7,3,2,2,2,2,2,Neutral,Neutral,Neutral,Neutral,3,6,6,Neutral,6,6,7,6,7,6,6,Neutral,6,6,Neutral,5,3,7,7,7,6,2,6,6,5,5,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,Neutral,Neutral,Neutral,Neutral,6,5,6,6,6,7,Neutral,5,7,1,1,Neutral,1,7,7,7,1,1,7,7,1,1,7,1,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,6,6,6,6,7,Neutral,6,6,7,Neutral,"BENOTAC, S. L.","DOCTOR CASTELO, 35",28009,"913 08 43 63","MADRID","MADRID","VIRGINIA SORIA - RESP. LOGÍSTICA","APPLE - IRLANDA",NA,NA,-3.6747735,40.4203637
313,Madrid,Tienda sucursalista,Tienda integrada,Electrónica y Electrodomésticos,9,60,3,7,7,7,7,7,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,7,6,6,6,6,3,3,3,1,5,5,5,5,5,6,6,5,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,"CEX, S. L.","MARCELO USERA, 50",28026,"915 00 57 07","MADRID","MADRID","MARCELO - DIRECTOR COMERCIAL","L G - MADRID",NA,NA,-3.7032298,40.3862188
314,Madrid,Tienda independiente,Tienda independiente,Electrónica y Electrodomésticos,4,50,2,5,5,Neutral,Neutral,Neutral,7,6,3,5,6,6,3,5,5,5,3,6,5,Neutral,Neutral,3,5,3,5,5,3,3,3,5,6,5,Neutral,3,5,Neutral,Neutral,Neutral,Neutral,5,5,2,6,6,6,6,6,6,6,5,6,5,6,5,6,6,Neutral,3,Neutral,Neutral,Neutral,6,6,5,Neutral,Neutral,5,5,5,3,Neutral,Neutral,Neutral,Neutral,3,Neutral,Neutral,5,5,Neutral,5,5,5,1,5,6,2,6,6,2,1,2,7,6,1,1,7,2,1,1,1,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3,3,5,6,6,3,5,5,6,Neutral,"COMERCIAL T.27","TÉLLEZ, 27",28007,"914 34 10 40","MADRID","MADRID","FELIPE MÉNDEZ - ADMINISTRADOR","SOLARLUX - ALEMANIA",1e+06,50000,-3.6784811,40.4020666
315,Madrid,Tienda sucursalista,Tienda integrada,Electrónica y Electrodomésticos,18,40,3,6,6,6,Neutral,6,7,6,1,1,7,6,2,5,5,5,5,6,5,2,2,Neutral,1,1,2,2,3,Neutral,6,5,5,5,5,2,7,7,6,6,6,5,5,5,5,6,6,6,6,6,7,6,6,5,Neutral,Neutral,6,6,6,6,6,5,5,5,Neutral,Neutral,Neutral,Neutral,6,5,5,5,6,6,6,Neutral,3,3,5,6,6,Neutral,Neutral,5,5,1,3,1,7,1,1,5,1,1,7,1,1,1,5,7,1,1,1,1,3,3,3,Neutral,Neutral,Neutral,7,6,7,7,6,7,5,5,6,Neutral,"COMPUTER SPACE","PASEO CASTELLANA, 123",28046,"915 97 04 05","MADRID","MADRID","JAVIER MATA - DIRECTOR","STRINET - ZARAGOZA",NA,NA,-3.6908514,40.458183
316,Madrid,Tienda independiente,Tienda independiente,Electrónica y Electrodomésticos,12,75,1,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,6,6,6,6,6,6,6,7,7,6,6,7,7,7,7,6,7,6,6,7,7,7,7,7,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,3,3,3,Neutral,6,5,3,7,7,1,1,1,7,1,1,1,1,7,7,1,1,1,7,7,1,1,1,1,3,3,3,5,Neutral,5,7,7,7,7,7,7,7,7,7,5,"DAYFI, S. A.","CONDE SERRALLO, 1",28029,"913 15 40 41","MADRID","MADRID","MIRIAM MUÑOZ - SECRETARIA DIRECCIÓN","VINCEO - MADRID",NA,NA,-3.6921402,40.4659378
317,Madrid,Tienda independiente,Tienda independiente,Electrónica y Electrodomésticos,30,20,20,7,7,6,6,6,7,7,7,6,7,6,1,5,5,6,1,6,6,7,7,7,6,6,7,7,7,7,7,7,7,1,7,5,6,Neutral,Neutral,Neutral,Neutral,5,6,7,7,7,7,7,7,7,3,3,2,3,3,4.606,3,2,2,1,2,2,3,3,2,2,1,3,6,6,6,6,Neutral,Neutral,Neutral,Neutral,1,1,1,1,2,2,1,2,5,1,7,7,1,7,1,1,1,7,7,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,3,3,5,5,"DIGITAL, S. A.","PILAR DE ZARAGOZA, 45",28028,"913 56 56 63","MADRID","MADRID","ÁNGEL - PROPIETARIO","NO CONSTA - MADRID",120000,100,-3.6707614,40.4348594
318,Madrid,Tienda sucursalista,Tienda integrada,Electrónica y Electrodomésticos,2,60,4,Neutral,5,Neutral,Neutral,5,7,6,1,5,5,5,2,5,6,5,3,5,5,Neutral,Neutral,3,5,3,5,5,3,3,3,5,5,5,5,3,5,3,2,Neutral,3,Neutral,5,5,6,6,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,5,5,5,5,5,Neutral,Neutral,Neutral,5,6,3,6,4.406,6,6,6,1,6,7,6,1,1,7,6,1,1,1,2,5,5,5,5,5,5,5,6,6,6,6,3,5,5,6,6,"ELECTRO GOYA, S. A.","GOYA, 102",28009,"915 76 29 21","MADRID","MADRID","MIGUEL A. RAMOS - JEFE TIENDA","PROSELCO - COLMENAR VIEJO",7e+05,NA,-3.6707377,40.4243759
319,Madrid,Tienda independiente,Tienda independiente,Electrónica y Electrodomésticos,14,25,8,6,6,6,6,6,6,6,6,6,6,6,6,6,7,5,5,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Neutral,Neutral,Neutral,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,6,6,6,7,7,7,6,6,5,5,5,5,6,6,6,6,7,7,7,2,6,6,6,6,6,7,6,2,6,6,6,6,6,6,6,6,6,6,7,6,6,7,6,6,7,7,7,"EUROSISTEMAS DIGITALES, S. L.","PASEO DELICIAS, 30",28045,"915 28 49 06","MADRID","MADRID","PILAR - RESPONSABLE COMERCIAL","XEROX 14 - MADRID",NA,3000,-3.6938232,40.4045482
320,Madrid,Tienda sucursalista,Tienda integrada,Electrónica y Electrodomésticos,2,60,6,Neutral,Neutral,3,3,5,7,Neutral,2,Neutral,5,5,2,5,Neutral,5,3,5,6,Neutral,5,3,5,3,3,3,3,3,3,6,6,5,Neutral,Neutral,5,3,3,3,3,Neutral,5,2,6,5,6,3,5,3,3,3,3,3,Neutral,3,3,3,3,3,3,3,3,Neutral,3,3,3,3,3,3,3,3,3,3,3,3,5,3,Neutral,5,Neutral,2,3,Neutral,3,1,1,3,5,7,7,1,1,Neutral,2,2,1,1,7,6,1,1,1,1,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,5,6,6,6,6,5,5,5,6,Neutral,"EXPERT ESCORIAL","PUERTO RICO, 2",28016,"915 19 83 11","MADRID","MADRID","DOMINGO ESCORIAL - GERENTE","PROSELCO - MADRID",3e+05,1000,-3.6744127,40.4523018
321,Madrid,Tienda sucursalista,Tienda integrada,Electrónica y Electrodomésticos,5,35,16,6,5,5,5,5,7,6,5,5,6,5,5,5,6,6,5,7,5,Neutral,5,Neutral,5,Neutral,3,3,3,3,3,5,5,7,5,5,7,5,5,5,5,Neutral,6,6,6,6,5,6,6,6,5,5,5,5,5,5,5,5,5,Neutral,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,5,5,5,5,5,6,6,6,Neutral,Neutral,Neutral,Neutral,Neutral,5,5,1,5,5,6,7,5,7,7,1,Neutral,Neutral,Neutral,5,5,Neutral,5,5,Neutral,Neutral,Neutral,5,6,5,5,5,5,5,5,"FACTORY DEL HOGAR","EL TOBOSO, 110",28019,"914 71 25 06","MADRID","MADRID","JACQUELINE - JEFA VENTAS","AIRIS L - CHINA",NA,7000,-3.7342462,40.3933307
322,Madrid,Tienda sucursalista,Tienda integrada,Electrónica y Electrodomésticos,8,50,3,5,5,5,Neutral,6,6,5,5,Neutral,5,5,5,5,5,5,Neutral,5,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,5,5,5,Neutral,Neutral,6,3,3,3,3,3,Neutral,5,5,5,5,5,5,5,Neutral,Neutral,Neutral,3,3,3,Neutral,Neutral,Neutral,2,Neutral,Neutral,Neutral,3,5,5,Neutral,Neutral,Neutral,Neutral,Neutral,3,Neutral,Neutral,Neutral,Neutral,5,5,5,5,6,6,6,6,7,5,Neutral,5,5,6,6,5,2,5,6,5,6,6,7,7,6,6,6,6,6,6,6,6,6,6,5,5,5,7,5,5,5,5,5,5,"HITACHI DATA SYSTEMS, S. A.","AV. GENERAL PERÓN, 38",28020,"914 49 11 00","MADRID","MADRID","RODRIGO - JEFE ADMINISTRACIÓN","HITACHI - JAPÓN, CHINA",NA,6000,-3.6928323,40.4519221
323,Madrid,Tienda independiente,Tienda independiente,Electrónica y Electrodomésticos,20,80,3,7,7,6,6,6,7,7,7,6,7,7,7,6,7,7,6,7,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,6,6,5,6,7,6,6,7,6,6,6,6,7,6,6,6,6,7,6,6,6,7,7,7,6,7,6,6,7,7,6,6,6,7,7,7,7,7,3,3,6,2,5,6,3,6,6,6,6,2,3,2,6,6,6,7,6,6,7,7,7,6,7,7,6,6,6,6,6,"INGENIERIA FRIGEMA 2007, S. L.","Pº. MARQUÉS MONISTROL, 7",28011,"914 64 30 11","MADRID","MADRID","JESÚS HERNÁNDEZ - DIRECTOR","RIVACOL - ITALIA",3500000,9000,-3.7238747,40.4158333
324,Madrid,Tienda independiente,Tienda independiente,Electrónica y Electrodomésticos,3,28,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Neutral,3,3,3,3,3,3,3,3,3,3,3,3,3,2,Neutral,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,Neutral,Neutral,3,3,3,Neutral,3,3,3,3,3,3,3,3,3,3,3,2,2,2,Neutral,Neutral,Neutral,Neutral,1,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3,Neutral,Neutral,6,6.152,Neutral,Neutral,Neutral,Neutral,Neutral,"J. G. L. GAME SOFT, S. L.","LOS URQUIZA, 13",28017,"913 67 74 66","MADRID","MADRID","SILVIA - ENCARGADA","EKEN - CHINA",NA,NA,-3.6453542,40.4331771
325,Madrid,Tienda sucursalista,Tienda integrada,Electrónica y Electrodomésticos,5,10,45,5,5,5,5,5,5,5,5,5,5,5,5,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3,3,3,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,5,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,5,5,Neutral,Neutral,Neutral,Neutral,6,6,6,5,6,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,"LÁMPARAS OLIVA, S. A.","AV. CARDENAL HERRERA, 59",28054,"913 58 19 93","MADRID","MADRID","MARÍA - RESP. COMERCIAL","GINESLAMP - MATARÓ",3e+06,5000,-3.6938622,40.4903255
326,Madrid,Tienda independiente,Tienda independiente,Electrónica y Electrodomésticos,25,20,25,5,5,Neutral,Neutral,Neutral,6,5,5,Neutral,6,Neutral,Neutral,5,Neutral,Neutral,3,5,3,2,5,6,6,Neutral,Neutral,Neutral,3,3,3,Neutral,Neutral,Neutral,6,3,Neutral,3,Neutral,3,3,3,Neutral,2,2,Neutral,Neutral,6,6,6,3,3,3,3,Neutral,Neutral,Neutral,3,3,3,Neutral,Neutral,5,5,5,Neutral,5,5,Neutral,Neutral,6,5,6,6,6,5,1,1,1,1,3,1,1,3,3,1,1,1,1,1,1,1,1,1,3,Neutral,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,Neutral,Neutral,Neutral,5,5,"MONTAJES ELÉCTRICOS DECORR, SL","CAMINO VINATEROS, 115",28030,"917 73 48 06","MADRID","MADRID","JESÚS - ENCARGADO","NO CONSTA - ESPAÑA",NA,NA,-3.6445622,40.4073998
327,Madrid,Tienda franquiciada,Tienda integrada,Electrónica y Electrodomésticos,15,70,2,5,6,5,5,6,7,5,5,6,6,6,5,5,5,5,Neutral,6,5,5,5,5,5,Neutral,5,5,3,3,3,5,6,5,3,Neutral,5,5,5,5,5,3,3,5,6,6,6,6,6,6,3,3,3,2,3,2,3,2,2,2,2,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,5,Neutral,Neutral,Neutral,6,Neutral,Neutral,Neutral,5,6,2,2,6,2,2,2,1,7,7,7,1,6,2,5,6,1,7,2,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,5,5,5,6.411,6,5,5,5,6,Neutral,"RADIO AUTOMÓVIL, S. A.","CAPITÁN HAYA, 7",28020,"914 17 04 40","MADRID","MADRID","ERIC - ADMINISTRACIÓN","LAN MÓVIL - BILBAO",8e+05,NA,-3.6926717,40.4541709
328,Madrid,Tienda independiente,Tienda independiente,Electrónica y Electrodomésticos,15,40,30,Neutral,Neutral,Neutral,Neutral,5,7,5,5,6,6,5,5,6,5,5,3,6,6,5,5,Neutral,5,Neutral,3,3,3,3,3,5,5,5,Neutral,3,5,5,5,5,5,5,5,6,6,6,6,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,5,5,5,3,3,5,5,5,3,3,3,3,3,Neutral,Neutral,Neutral,3,Neutral,Neutral,Neutral,Neutral,5,1,1,5,2,1,1,1,1,5,6,2,1,3,6,6,1,1,1,1,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3,3,5,6,6,2,5,5,6,5,"SISTEMAS IBERTRÓNICA, S. L.","AV. ANDALUCÍA, S/N.",28021,"917 10 95 15","MADRID","MADRID","ALBERTO CARRASCO - DPTO. COMERCIAL","NO CONSTA - MADRID",NA,NA,-3.6928786,40.3452431
329,Madrid,Tienda independiente,Tienda independiente,Electrónica y Electrodomésticos,10,40,50,5,5,5,Neutral,5,7,6,5,5,6,6,5,6,6,5,5,6,6,5,5,5,5,5,5,5,Neutral,Neutral,3,5,6,6,5,5,6,Neutral,Neutral,Neutral,Neutral,6,5,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,3,3,3,5,6,6,Neutral,Neutral,6,6,6,5,Neutral,Neutral,Neutral,Neutral,5,Neutral,Neutral,Neutral,5,Neutral,Neutral,Neutral,6,6,6,6,Neutral,1,1,Neutral,1,2,7,7,1,5,7,6,1,1,1,2,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,5,6,5,6,6,3,Neutral,Neutral,6,Neutral,"STUDY PLAN, S. L.","PABLO SERRANO, 5",28043,"914 13 22 61","MADRID","MADRID","VERÓNICA - RESP. LOGÍSTICA","LUIDIA - CALIFORNIA",6e+05,NA,-3.6466806,40.469871
330,Madrid,Tienda independiente,Tienda independiente,Electrónica y Electrodomésticos,30,3,99,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,4.402,6,Neutral,4.02,Neutral,6,6,6,6,6,7,6,1,1,1,1,Neutral,7,6,6,7,7,6,6,7,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Neutral,3,2,2,Neutral,Neutral,Neutral,Neutral,5,1,1,3,1,1,1,2.325,1,1,6,2,Neutral,5,7,7,1,7,1,1,1,3,3,Neutral,3.19,Neutral,6,6,7,7,7,3,1,1,6,5,"TELKRON, S. A.","AV. DONOSTIARRA, 13",28027,"913 26 42 60","MADRID","MADRID","RAÚL GARCÍA - ADMINISTRACIÓN","NO CONSTA - HOLANDA",4e+06,2000,-3.6575855,40.4350146
331,Madrid,Tienda sucursalista,Tienda integrada,Electrónica y Electrodomésticos,15,75,1,5,5,5,5,6,7,6,5,5,5,5,5,6,6,6,Neutral,6,6,5,5,Neutral,5,Neutral,5,5,Neutral,Neutral,Neutral,5,5,6,5,Neutral,6,5,Neutral,5,5,Neutral,5,2,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Neutral,Neutral,Neutral,Neutral,5,Neutral,Neutral,Neutral,5,6,2,5,3,1,1,2,5,6,7,2,1,6,6,6,3,1,3,1,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3,3,5,6,6,Neutral,5,5,6,5,"TORRES, COMUNICACIONES Y SISTEMAS","RGUEZ. SAN PEDRO, 30",28015,"914 46 69 70","MADRID","MADRID","FÉLIX - RESP. CONTABILIDAD","PAYMA MÓVILES - MADRID",4500000,NA,-3.7108687,40.4319129
